0.250031,1
0.250031,1
1.937531,2
1.937531,2
11.220277,2
11.220277,2
12.233999,1
12.233999,1
13.224510,3
13.224510,3
14.578389,1
14.578389,1
15.039029,2
15.039029,2
15.067324,4
15.067324,4
15.522945,3
15.522945,3
16.214674,4
16.214674,4
16.442421,3
16.442421,3
16.882376,2
16.882376,2
17.028896,1
17.028896,1
19.098469,2
19.098469,2
19.208353,2
19.208353,2
20.637358,1
20.637358,1
21.056780,4
21.056780,4
23.037550,1
23.037550,1
23.591354,2
23.591354,2
24.120220,3
24.120220,3
24.650278,4
24.650278,4
26.147415,2
26.147415,2
27.137737,1
27.137737,1
27.667797,2
27.667797,2
28.243557,3
28.243557,3
28.729544,4
28.729544,4
29.280210,1
29.280210,1
29.718391,2
29.718391,2
30.201618,3
30.201618,3
31.215090,4
31.215090,4
31.721968,3
31.721968,3
32.231571,2
32.231571,2
32.781582,1
32.781582,1
33.311295,1
33.311295,1
34.255978,1
34.255978,1
35.246330,1
35.246330,1
35.753239,2
35.753239,2
36.236904,3
36.236904,3
36.789734,4
36.789734,4
38.264191,4
38.264191,4
39.300816,1
39.300816,1
40.291199,4
40.291199,4
41.283215,1
41.283215,1
42.295212,4
42.295212,4
43.355015,1
43.355015,1
43.885044,4
43.885044,4
44.414474,1
44.414474,1
44.921383,4
44.921383,4
45.429199,1
45.429199,1
45.866631,4
45.866631,4
46.395588,2
46.395588,2
47.409061,3
47.409061,3
48.468643,2
48.468643,2
48.952530,2
48.952530,2
49.459312,1
49.459312,1
49.989716,1
49.989716,1
50.518833,2
50.518833,2
51.441273,3
51.441273,3
51.993195,3
51.993195,3
52.453835,4
52.453835,4
52.937595,4
52.937595,4
53.421387,3
53.421387,3
54.066376,2
54.066376,2
54.457882,1
54.457882,1
55.494568,1
55.494568,1
56.462021,2
56.462021,2
57.452564,3
57.452564,3
57.937607,4
57.937607,4
59.410465,2
59.410465,2
59.895134,1
59.895134,1
61.391739,3
61.391739,3
62.430275,4
62.430275,4
64.432312,2
64.432312,2
64.962494,1
64.962494,1
65.491898,3
65.491898,3
66.505615,4
66.505615,4
67.012337,3
67.012337,3
67.519684,2
67.519684,2
68.532532,1
68.532532,1
69.477211,4
69.477211,4
70.467690,2
70.467690,2
72.471703,1
72.471703,1
73.001511,2
73.001511,2
74.523804,3
74.523804,3
75.097878,4
75.097878,4
77.424286,3
77.424286,3
78.484032,1
78.484032,1
79.428459,4
79.428459,4
80.465523,2
80.465523,2
82.423958,3
82.423958,3
84.382080,1
84.382080,1
86.640427,4
86.640427,4
88.895920,2
88.895920,2
92.374390,1
92.374390,1
94.540138,3
94.540138,3
97.326942,1
97.326942,1
98.432640,4
98.432640,4
99.492470,2
99.492470,2
100.413750,3
100.413750,3
101.450340,1
101.450340,1
102.441261,4
102.441261,4
103.546638,2
103.546638,2
104.422127,3
104.422127,3
105.596893,1
105.596893,1
106.541138,4
106.541138,4
107.555740,3
107.555740,3
108.522377,2
108.522377,2
109.535782,3
109.535782,3
110.573006,1
110.573006,1
111.585876,4
111.585876,4
112.553871,2
112.553871,2
113.567055,3
113.567055,3
114.534576,1
114.534576,1
115.571037,2
115.571037,2
116.515656,3
116.515656,3
118.542664,4
118.542664,4
119.049324,4
119.049324,4
120.546715,1
120.546715,1
121.030533,1
121.030533,1
122.527702,2
122.527702,2
122.988403,3
122.988403,3
123.495346,2
123.495346,2
123.978882,3
123.978882,3
124.463272,2
124.463272,2
126.467094,1
126.467094,1
126.996712,4
126.996712,4
128.517120,4
128.517120,4
129.000702,1
129.000702,1
130.475555,2
130.475555,2
131.442581,3
131.442581,3
132.481705,1
132.481705,1
132.962830,3
132.962830,3
133.446747,2
133.446747,2
133.976501,4
133.976501,4
134.483215,1
134.483215,1
134.968445,3
134.968445,3
135.497162,2
135.497162,2
135.980484,4
135.980484,4
136.441238,4
136.441238,4
136.971024,1
136.971024,1
137.477829,3
137.477829,3
137.984528,2
137.984528,2
138.445221,1
138.445221,1
139.021088,2
139.021088,2
139.551422,3
139.551422,3
140.081070,1
140.081070,1
140.587601,3
140.587601,3
141.025314,2
141.025314,2
141.532227,4
141.532227,4
141.992645,1
141.992645,1
142.476471,3
142.476471,3
142.960220,2
142.960220,2
143.466888,4
143.466888,4
143.927780,1
143.927780,1
144.411530,3
144.411530,3
144.872177,2
144.872177,2
145.378922,4
145.378922,4
145.862747,1
145.862747,1
146.369461,3
146.369461,3
147.429459,2
147.429459,2
148.442642,4
148.442642,4
148.949432,3
148.949432,3
149.479172,1
149.479172,1
149.940414,2
149.940414,2
150.400681,3
150.400681,3
150.907623,4
150.907623,4
151.322052,3
151.322052,3
151.805847,2
151.805847,2
152.497604,4
152.497604,4
153.027313,1
153.027313,1
153.533478,3
153.533478,3
154.040314,2
154.040314,2
154.480011,4
154.480011,4
155.468628,1
155.468628,1
155.975327,3
155.975327,3
156.482010,2
156.482010,2
156.574142,3
156.574142,3
156.919724,2
156.919724,2
157.057999,3
157.057999,3
157.518570,1
157.518570,1
157.587952,4
157.587952,4
158.578247,2
158.578247,2
158.601334,3
158.601334,3
159.568756,4
159.568756,4
159.591873,1
159.591873,1
160.582474,3
160.582474,2
160.582474,3
160.582474,2
163.646042,4
163.646042,4
