4.21,1
5.33,2
6.29,2
12.20,2
13.24,2
14.27,2
16.23,2
18.19,2
20.19,2
22.23,2
24.34,2
26.23,2
28.26,2
30.26,2
32.26,2
33.26,2
33.58,2
33.89,2
34.26,2
35.29,2
36.29,2
37.29,2
38.29,2
40.13,2
41.25,2
41.61,2
41.93,2
42.25,2
43.25,2
44.25,2
45.29,2
46.21,2
48.28,2
50.20,2
52.20,2
54.28,2
56.16,2
58.20,2
60.19,2
62.27,2
64.31,2
65.35,2
65.67,2
66.03,2
66.35,2
67.35,2
68.27,2
69.35,2
70.31,2
71.31,2
72.23,2
73.22,2
74.22,2
75.30,2
76.22,2
77.30,2
78.22,2
79.22,2
80.26,2
81.29,2
81.66,2
81.97,2
82.34,2
83.26,2
84.21,2
85.29,2
86.25,2
88.17,2
89.25,2
90.25,2
91.25,2
92.25,2
93.29,2
94.29,2
95.25,2
96.24,2
97.24,2
97.60,2
97.92,2
98.28,2
99.24,2
100.28,2
101.32,1
102.28,1
104.23,1
105.23,1
105.59,1
105.92,1
106.27,1
107.27,1
108.23,1
109.23,1
110.19,1
112.27,1
113.27,1
114.27,1
115.27,1
116.23,1
117.23,1
118.22,1
119.22,1
120.30,1
121.34,1
122.35,1
123.34,1
124.30,1
125.30,1
126.26,1
127.18,1
128.34,1
129.33,1
129.70,1
130.06,1
130.37,1
131.25,1
132.25,1
133.33,1
134.25,1
136.29,1
137.25,1
137.60,1
137.96,1
138.29,1
139.25,1
140.28,1
141.36,1
142.32,1
144.20,1
145.32,1
146.28,1
147.28,1
148.24,1
149.28,2
150.24,2
151.32,2
152.32,1
153.28,1
154.31,1
155.31,1
156.23,1
157.32,1
158.27,1
159.27,1
160.27,1
161.34,1
162.23,1
163.26,1
164.34,1
165.30,1
166.31,1
167.26,1
168.26,1
169.30,1
170.26,1
171.34,1
172.34,1
173.29,1
174.34,1
175.33,1
176.29,1
177.25,1
178.17,1
179.21,1
180.21,1
181.25,1
182.25,1
183.25,1
184.20,1
185.28,1
186.16,1
187.25,1
188.20,1
189.20,1
190.28,1
191.28,1
192.28,1
193.24,1
193.60,1
193.96,1
194.28,1
195.27,1
196.28,1
197.32,1
198.27,1
200.27,1
201.15,1
201.55,1
201.87,1
202.23,1
203.15,1
204.11,1
205.19,1
206.23,1
208.30,1
209.30,1
210.26,1
211.30,1
212.14,1
212.46,1
213.10,1
213.38,1
213.90,1
214.22,1
214.94,1
215.30,1
215.94,1
216.26,1
216.98,1
217.34,1
217.97,1
218.30,1
218.98,1
219.30,1
220.02,1
220.34,1
221.02,1
221.34,1
221.93,1
222.29,1
223.25,1
224.29,1
225.21,1
225.57,1
225.93,1
226.29,1
227.25,1
228.32,1
229.29,1
230.28,1
232.24,1
233.24,1
233.56,1
233.92,1
234.32,1
235.28,1
236.28,1
237.24,1
238.20,1
239.96,1
240.32,1
240.96,1
241.28,1
241.92,1
242.28,1
242.96,1
243.28,1
243.96,1
244.32,1
244.87,1
245.23,1
245.95,1
246.32,1
247.03,1
247.35,1
248.03,1
248.35,1
248.99,1
249.35,1
249.99,1
250.31,1
250.95,1
251.31,1
251.95,1
252.31,1
252.98,1
253.31,1
253.99,1
254.31,1
255.18,1
